Kreisschluessel,Kreis
08125087,        Siegelsbach
08125094,        Talheim
08125096,        Untereisesheim
08125098,        Untergruppenbach
08125102,"        Weinsberg"
08125103,"        Widdern"
08125107,        Wüstenrot
08125108,        Zaberfeld
08125110,        Obersulm
08125111,        Hardthausen am Kocher
08125113,        Langenbrettach
08126,"      Hohenlohekreis"
08126011,        Bretzfeld
08126020,        Dörzbach
08126028,"        Forchtenberg"
08126039,"        Ingelfingen"
08126045,"        Krautheim"
08126046,"        Künzelsau"
08126047,        Kupferzell
08126056,        Mulfingen
08126058,"        Neuenstein"
08126060,"        Niedernhall"
08126066,"        Öhringen"
08126069,        Pfedelbach
08126072,        Schöntal
08126085,"        Waldenburg"
08126086,        Weißbach
08126094,        Zweiflingen
08127,"      Schwäbisch Hall"
08127008,        Blaufelden
08127009,        Braunsbach
08127012,        Bühlertann
08127013,        Bühlerzell
08127014,"        Crailsheim"
08127023,        Fichtenberg
08127025,"        Gaildorf"
08127032,"        Gerabronn"
08127043,"        Ilshofen"
08127046,"        Kirchberg an der Jagst"
08127047,"        Langenburg"
08127052,        Mainhardt
08127056,        Michelbach an der Bilz
08127059,        Michelfeld
08127062,        Oberrot
08127063,        Obersontheim
08127071,        Rot am See
08127073,        Satteldorf
08127075,"        Schrozberg"
08127076,"        Schwäbisch Hall"
08127079,        Sulzbach-Laufen
08127086,        Untermünkheim
08127089,"        Vellberg"
08127091,        Wallhausen
08127099,        Wolpertshausen
08127100,        Rosengarten
08127101,        Kreßberg
08127102,        Fichtenau
08127103,        Frankenhardt
08127104,        Stimpfach
08128,"      Main-Tauber-Kreis"
08128006,        Assamstadt
08128007,"        Bad Mergentheim"
08128014,"        Boxberg"
08128020,"        Creglingen"
08128039,"        Freudenberg"
08128045,        Großrinderfeld
08128047,"        Grünsfeld"
08128058,        Igersheim
08128061,        Königheim
08128064,"        Külsheim"
08128082,"        Niederstetten"
08128115,"        Tauberbischofsheim"
08128126,"        Weikersheim"
08128128,        Werbach
08128131,"        Wertheim"
08128137,        Wittighausen
08128138,        Ahorn
08128139,"        Lauda-Königshofen"
08135,"      Heidenheim"
08135010,        Dischingen
08135015,        Gerstetten
08135016,"        Giengen an der Brenz"
08135019,"        Heidenheim an der Brenz"
08135020,"        Herbrechtingen"
08135021,        Hermaringen
08135025,        Königsbronn
08135026,        Nattheim
08135027,"        Niederstotzingen"
08135031,        Sontheim an der Brenz
08135032,        Steinheim am Albuch
08136,"      Ostalbkreis"
08136002,        Abtsgmünd
08136003,        Adelmannsfelden
08136007,        Bartholomä
08136009,        Böbingen an der Rems
08136010,"        Bopfingen"
08136015,        Durlangen
08136018,        Ellenberg
08136019,"        Ellwangen (Jagst)"
08136020,        Eschach
08136021,        Essingen
08136024,        Göggingen
08136027,        Gschwend
08136028,"        Heubach"
08136029,        Heuchlingen
08136033,        Hüttlingen
08136034,        Iggingen
08136035,        Jagstzell
08136037,        Kirchheim am Ries
08136038,"        Lauchheim"
08136040,        Leinzell
08136042,"        Lorch"
08136043,        Mögglingen
08136044,        Mutlangen
08136045,"        Neresheim"
08136046,        Neuler
08136049,        Obergröningen
08136050,"        Oberkochen"
08136060,        Rosenberg
08136061,        Ruppertshofen
08136062,        Schechingen
08136065,"        Schwäbisch Gmünd"
08136066,        Spraitbach
08136068,        Stödtlen
08136070,        Täferrot
08136071,        Tannhausen
08136075,        Unterschneidheim
08136079,        Waldstetten
08136082,        Westhausen
08136084,        Wört
08136087,        Riesbürg
08136088,"        Aalen"
08136089,        Rainau
082,"    Karlsruhe"
08211,"      Baden-Baden"
08212,"      Karlsruhe"
08215,"      Karlsruhe"
08215007,"        Bretten"
08215009,"        Bruchsal"
08215017,"        Ettlingen"
08215021,        Forst
08215025,        Gondelsheim
08215029,        Hambrücken
08215039,        Kronau
08215040,        Kürnbach
08215046,        Malsch
08215047,        Marxzell
08215059,        Oberderdingen
08215064,"        Östringen"
08215066,"        Philippsburg"
08215082,        Sulzfeld
08215084,        Ubstadt-Weiher
08215089,        Walzbachtal
08215090,        Weingarten (Baden)
08215094,        Zaisenhausen
08215096,        Karlsbad
08215097,"        Kraichtal"
08215099,        Graben-Neudorf
08215100,        Bad Schönborn
08215101,        Pfinztal
08215102,        Eggenstein-Leopoldshafen
08215103,        Karlsdorf-Neuthard
08215105,        Linkenheim-Hochstetten
08215106,"        Waghäusel"
08215107,        Oberhausen-Rheinhausen
08215108,"        Rheinstetten"
08215109,"        Stutensee"
08215110,        Waldbronn
08215111,        Dettenheim
08216,"      Rastatt"
08216002,        Au am Rhein
08216005,        Bietigheim
08216006,        Bischweier
08216007,"        Bühl"
08216008,        Bühlertal
08216009,        Durmersheim
08216012,        Elchesheim-Illingen
08216013,        Forbach
08216015,"        Gaggenau"
08216017,"        Gernsbach"
08216022,        Hügelsheim
08216023,        Iffezheim
08216024,"        Kuppenheim"
08216028,"        Lichtenau"
08216029,        Loffenau
08216033,        Muggensturm
08216039,        Ötigheim
08216041,        Ottersweier
08216043,"        Rastatt"
08216049,        Sinzheim
08216052,        Steinmauern
08216059,        Weisenbach
08216063,        Rheinmünster
08221,"      Heidelberg"
08222,"      Mannheim"
08225,"      Neckar-Odenwald-Kreis"
08225001,"        Adelsheim"
08225002,        Aglasterhausen
08225009,        Billigheim
08225010,        Binau
08225014,"        Buchen (Odenwald)"
08225024,        Fahrenbach
08225032,        Hardheim
08225033,        Haßmersheim
08225039,        Höpfingen
08225042,        Hüffenhardt
08225052,        Limbach
08225058,"        Mosbach"
08225060,        Mudau
08225064,        Neckargerach
08225067,        Neckarzimmern
08225068,        Neunkirchen
08225074,        Obrigheim
08225075,"        Osterburken"
08225082,        Rosenberg
08225091,        Seckach
08225109,"        Walldürn"
08225113,        Zwingenberg
08225114,"        Ravenstein"
08225115,        Schefflenz
08225116,        Schwarzach
08225117,        Elztal
08225118,        Waldbrunn
08226,"      Rhein-Neckar-Kreis"
08226003,        Altlußheim
08226006,        Bammental
08226009,        Brühl
08226010,        Dielheim
08226012,        Dossenheim
08226013,"        Eberbach"
08226017,        Epfenbach
08226018,"        Eppelheim"
08226020,        Eschelbronn
08226022,        Gaiberg
08226027,        Heddesbach
08226028,        Heddesheim
08226029,        Heiligkreuzsteinach
08226031,"        Hemsbach"
08226032,"        Hockenheim"
08226036,        Ilvesheim
08226037,        Ketsch
08226038,"        Ladenburg"
08226040,        Laudenbach
08226041,"        Leimen"
08226046,        Malsch
08226048,        Mauer
08226049,        Meckesheim
08226054,        Mühlhausen
08226055,"        Neckarbischofsheim"
08226056,"        Neckargemünd"
08226058,        Neidenstein
08226059,        Neulußheim
08226060,        Nußloch
08226062,        Oftersheim
08226063,        Plankstadt
08226065,"        Rauenberg"
08226066,        Reichartshausen
08226068,        Reilingen
08226076,        Sandhausen
08226080,"        Schönau"
08226081,        Schönbrunn
08226082,"        Schriesheim"
08226084,"        Schwetzingen"
08226085,"        Sinsheim"
08226086,        Spechbach
08226091,"        Waibstadt"
08226095,"        Walldorf"
08226096,"        Weinheim"
08226097,        Wiesenbach
08226098,"        Wiesloch"
08226099,        Wilhelmsfeld
08226101,        Zuzenhausen
08226102,        Angelbachtal
08226103,        St. Leon-Rot
08226104,        Lobbach
08226105,        Edingen-Neckarhausen
08226106,        Helmstadt-Bargen
08226107,        Hirschberg an der Bergstraße
08231,"      Pforzheim"
08235,"      Calw"
08235006,"        Altensteig"
08235007,        Althengstett
08235008,"        Bad Liebenzell"
08235018,        Dobel
08235020,        Ebhausen
08235022,        Egenhausen
08235025,        Enzklösterle
08235029,        Gechingen
08235032,"        Haiterbach"
08235033,"        Bad Herrenalb"
08235035,        Höfen an der Enz
08235046,"        Nagold"
08235047,"        Neubulach"
08235050,        Neuweiler
08235055,        Oberreichenbach
08235057,        Ostelsheim
08235060,        Rohrdorf
08235065,        Schömberg
08235066,        Simmersfeld
08235067,        Simmozheim
08235073,        Unterreichenbach
08235079,"        Bad Wildbad"
08235080,"        Wildberg"
08235084,"        Bad Teinach-Zavelstein"
08235085,"        Calw"
08236,"      Enzkreis"
08236004,        Birkenfeld
08236011,        Eisingen
08236013,        Engelsbrand
08236019,        Friolzheim
08236025,"        Heimsheim"
08236028,        Illingen
08236030,        Ispringen
08236031,        Kieselbronn
08236033,"        Knittlingen"
08236038,"        Maulbronn"
08236039,        Mönsheim
08236040,"        Mühlacker"
08236043,"        Neuenbürg"
08236044,        Neuhausen
08236046,        Niefern-Öschelbronn
08236050,        Ötisheim
08236061,        Sternenfels
08236062,        Tiefenbronn
08236065,        Wiernsheim
08236067,        Wimsheim
08236068,        Wurmberg
08236070,        Keltern
08236071,        Remchingen
08236072,        Straubenhardt
08236073,        Neulingen
08236074,        Kämpfelbach
08236075,        Ölbronn-Dürrn
08236076,        Königsbach-Stein
08237,"      Freudenstadt"
08237002,"        Alpirsbach"
08237004,        Baiersbronn
08237008,        Betzweiler-Wälde
08237019,"        Dornstetten"
08237024,        Empfingen
08237027,        Eutingen im Gäu
08237028,"        Freudenstadt"
08237030,        Glatten
08237032,        Grömbach
08237040,"        Horb am Neckar"
08237045,        Loßburg
08237054,        Pfalzgrafenweiler
08237061,        Schopfloch
08237072,        Wörnersberg
08237073,        Seewald
08237074,        Waldachtal
08237075,        Bad Rippoldsau-Schapbach
083,"    Freiburg"
08311,"      Freiburg im Breisgau"
08315,"      Breisgau-Hochschwarzwald"
08315003,        Au
08315004,        Auggen
08315006,"        Bad Krozingen"
08315007,        Badenweiler
08315008,        Ballrechten-Dottingen
08315013,        Bötzingen
08315014,        Bollschweil
08315015,"        Breisach am Rhein"
08315016,        Breitnau
08315020,        Buchenbach
08315022,        Buggingen
08315028,        Ebringen
08315030,        Eichstetten am Kaiserstuhl
08315031,        Eisenbach (Hochschwarzwald)
08315033,        Eschbach
08315037,        Feldberg (Schwarzwald)
08315039,        Friedenweiler
08315041,        Glottertal
08315043,        Gottenheim
08315047,        Gundelfingen
08315048,        Hartheim am Rhein
08315050,"        Heitersheim"
08315051,        Heuweiler
08315052,        Hinterzarten
08315056,        Horben
08315059,        Ihringen
08315064,        Kirchzarten
08315068,        Lenzkirch
08315070,"        Löffingen"
08315072,        Merdingen
08315073,        Merzhausen
08315074,"        Müllheim"
08315076,"        Neuenburg am Rhein"
08315084,        Oberried
08315089,        Pfaffenweiler
08315094,        St. Märgen
08315095,        St. Peter
08315098,        Schallstadt
08315102,        Schluchsee
08315107,        Sölden
08315108,"        Staufen im Breisgau"
08315109,        Stegen
08315111,"        Sulzburg"
08315113,"        Titisee-Neustadt"
08315115,        Umkirch
08315125,        Wittnau
08315130,        Münstertal/Schwarzwald
08315131,        Ehrenkirchen
08315132,        March
08315133,"        Vogtsburg im Kaiserstuhl"
08316,"      Emmendingen"
08316002,        Bahlingen am Kaiserstuhl
08316003,        Biederbach
08316009,        Denzlingen
08316010,"        Elzach"
08316011,"        Emmendingen"
08316012,"        Endingen am Kaiserstuhl"
08316013,        Forchheim
08316014,        Gutach im Breisgau
08316017,"        Herbolzheim"
08316020,"        Kenzingen"
08316024,        Malterdingen
08316036,        Reute
08316037,        Riegel am Kaiserstuhl
08316038,        Sasbach am Kaiserstuhl
08316039,        Sexau
08316042,        Simonswald
08316043,        Teningen
08316045,        Vörstetten
08316049,        Weisweil
08316051,        Wyhl am Kaiserstuhl
08316053,        Rheinhausen
08316054,        Freiamt
08316055,        Winden im Elztal
08316056,"        Waldkirch"
08317,"      Ortenaukreis"
08317001,"        Achern"
08317005,        Appenweier
08317008,        Bad Peterstal-Griesbach
08317009,        Berghaupten
08317011,        Biberach
08317021,        Durbach
08317026,"        Ettenheim"
08317029,        Fischerbach
08317031,        Friesenheim
08317034,"        Gengenbach"
08317039,        Gutach (Schwarzwaldbahn)
08317040,"        Haslach im Kinzigtal"
08317041,"        Hausach"
08317046,        Hofstetten
08317047,        Hohberg
08317051,"        Hornberg"
08317056,        Kappelrodeck
08317057,"        Kehl"
08317059,        Kippenheim
08317065,"        Lahr/Schwarzwald"
08317067,        Lautenbach
08317068,        Lauf
08317073,"        Mahlberg"
08317075,        Meißenheim
08317078,        Mühlenbach
08317085,        Nordrach
08317088,        Oberharmersbach
08317089,"        Oberkirch"
08317093,        Oberwolfach
08317096,"        Offenburg"
08317097,        Ohlsbach
08317098,"        Oppenau"
08317100,        Ortenberg
08317102,        Ottenhöfen im Schwarzwald
08317110,"        Renchen"
08317113,        Ringsheim
08317114,        Rust
08317116,        Sasbach
08317118,        Sasbachwalden
08317121,        Schuttertal
08317122,        Schutterwald
08317126,        Seebach
08317127,        Seelbach
08317129,        Steinach
08317141,        Willstätt
08317145,"        Wolfach"
08317146,"        Zell am Harmersbach"
08317150,        Schwanau
08317151,        Neuried
08317152,        Kappel-Grafenhausen
08317153,"        Rheinau"
08317971,"        Rheinau, gemeindefreies Gebiet"
08325,"      Rottweil"
08325001,        Aichhalden
08325009,        Bösingen
08325011,        Dietingen
08325012,"        Dornhan"
08325014,        Dunningen
08325015,        Epfendorf
08325024,        Hardt
08325036,        Lauterbach
08325045,"        Oberndorf am Neckar"
08325049,"        Rottweil"
08325050,        Schenkenzell
08325051,"        Schiltach"
08325053,"        Schramberg"
08325057,"        Sulz am Neckar"
08325058,        Tennenbronn
08325060,        Villingendorf
08325061,        Vöhringen
08325064,        Wellendingen
08325069,        Zimmern ob Rottweil
08325070,        Fluorn-Winzeln
08325071,        Eschbronn
08325072,        Deißlingen
08326,"      Schwarzwald-Baar-Kreis"
08326003,"        Bad Dürrheim"
08326005,"        Blumberg"
08326006,"        Bräunlingen"
08326010,        Dauchingen
08326012,"        Donaueschingen"
08326017,"        Furtwangen im Schwarzwald"
08326020,        Gütenbach
08326027,"        Hüfingen"
08326031,        Königsfeld im Schwarzwald
08326037,        Mönchweiler
08326041,        Niedereschach
08326052,"        St. Georgen im Schwarzwald"
08326054,        Schönwald im Schwarzwald
08326055,        Schonach im Schwarzwald
08326060,"        Triberg im Schwarzwald"
08326061,        Tuningen
08326065,        Unterkirnach
08326068,"        Vöhrenbach"
08326074,"        Villingen-Schwenningen"
08326075,        Brigachtal
08327,"      Tuttlingen"
08327002,        Aldingen
08327004,        Bärenthal
08327005,        Balgheim
08327006,        Böttingen
08327007,        Bubsheim
08327008,        Buchheim
08327009,        Deilingen
08327010,        Denkingen
08327011,        Dürbheim
08327012,        Durchhausen
08327013,        Egesheim
08327016,"        Fridingen an der Donau"
08327017,        Frittlingen
08327018,"        Geisingen"
08327019,        Gosheim
08327020,        Gunningen
08327023,        Hausen ob Verena
08327025,        Immendingen
08327027,        Irndorf
08327029,        Königsheim
08327030,        Kolbingen
08327033,        Mahlstetten
08327036,"        Mühlheim an der Donau"
08327038,        Neuhausen ob Eck
08327040,        Reichenbach am Heuberg
08327041,        Renquishausen
08327046,"        Spaichingen"
08327048,        Talheim
08327049,"        Trossingen"
08327050,"        Tuttlingen"
08327051,        Wehingen
08327054,        Wurmlingen
08327055,        Seitingen-Oberflacht
08327056,        Rietheim-Weilheim
08327057,        Emmingen-Liptingen
08335,"      Konstanz"
08335001,"        Aach"
08335002,        Allensbach
08335015,        Büsingen am Hochrhein
08335021,        Eigeltingen
08335022,"        Engen"
08335025,        Gaienhofen
08335026,        Gailingen am Hochrhein
08335028,        Gottmadingen
08335035,        Hilzingen
08335043,"        Konstanz, Universitätsstadt"
08335055,        Moos
08335057,        Mühlingen
08335061,        Öhningen
08335063,"        Radolfzell am Bodensee"
08335066,        Reichenau
08335075,"        Singen (Hohentwiel)"
08335077,        Steißlingen
08335079,"        Stockach"
08335080,"        Tengen"
08335081,        Volkertshausen
08335096,        Hohenfels
08335097,        Mühlhausen-Ehingen
08335098,        Bodman-Ludwigshafen
08335099,        Orsingen-Nenzingen
08335100,        Rielasingen-Worblingen
08336,"      Lörrach"
08336004,        Aitern
08336006,        Bad Bellingen
08336008,        Binzen
08336010,        Böllen
08336012,        Bürchau
08336014,        Efringen-Kirchen
08336019,        Eimeldingen
08336020,        Elbenschwand
08336024,        Fischingen
08336025,        Fröhnd
08336034,        Hasel
08336036,        Hausen im Wiesental
08336043,        Inzlingen
08336045,"        Kandern"
08336050,"        Lörrach"
08336057,        Maulburg
08336060,        Neuenweg
08336067,        Raich
08336069,"        Rheinfelden (Baden)"
08336073,        Rümmingen
08336074,        Sallneck
08336075,        Schallbach
08336078,        Schliengen
08336079,"        Schönau im Schwarzwald"
08336080,        Schönenberg
08336081,"        Schopfheim"
08336082,        Schwörstadt
08336084,        Steinen
08336086,        Tegernau
08336087,"        Todtnau"
08336089,        Tunau
08336090,        Utzenfeld
08336091,"        Weil am Rhein"
08336094,        Wembach
08336096,        Wieden
08336097,        Wies
08336098,        Wieslet
08336100,        Wittlingen
08336103,"        Zell im Wiesental"
08336104,        Malsburg-Marzell
08336105,        Grenzach-Wyhlen
08336106,        Häg-Ehrsberg
08336107,        Kleines Wiesental
08337,"      Waldshut"
08337002,        Albbruck
08337013,        Bernau im Schwarzwald
08337022,"        Bonndorf im Schwarzwald"
08337027,        Dachsberg (Südschwarzwald)
08337030,        Dettighofen
08337032,        Dogern
08337038,        Görwihl
08337039,        Grafenhausen
08337045,        Häusern
08337049,        Herrischried
08337051,        Höchenschwand
08337053,        Hohentengen am Hochrhein
08337059,        Ibach
08337060,        Jestetten
08337062,        Klettgau
08337065,        Lauchringen
08337066,"        Laufenburg (Baden)"
08337070,        Lottstetten
08337076,        Murg
08337090,        Rickenbach
08337096,"        Bad Säckingen"
08337097,"        St. Blasien"
08337106,"        Stühlingen"
08337108,        Todtmoos
08337116,"        Wehr"
08337118,        Weilheim
08337123,        Wutöschingen
08337124,        Eggingen
08337125,        Küssaberg
08337126,"        Waldshut-Tiengen"
08337127,        Wutach
08337128,        Ühlingen-Birkendorf
084,"    Tübingen"
08415,"      Reutlingen"
08415014,        Dettingen an der Erms
08415019,        Eningen unter Achalm
08415027,        Gomadingen
08415028,        Grabenstetten
08415029,        Grafenberg
08415034,"        Hayingen"
08415039,        Hülben
08415048,        Mehrstetten
08415050,"        Metzingen"
08415053,"        Münsingen"
08415058,        Pfronstetten
08415059,"        Pfullingen"
08415060,        Pliezhausen
08415061,"        Reutlingen"
08415062,        Riederich
08415073,"        Trochtelfingen"
08415078,"        Bad Urach"
08415080,        Wannweil
08415085,        Zwiefalten
08415086,        Gutsbezirk Münsingen
08415087,        Walddorfhäslach
08415088,        Römerstein
08415089,        Engstingen
08415090,        Hohenstein
08415091,        Sonnenbühl
08415092,        Lichtenstein
08415093,        St. Johann
08415971,"        Gutsbezirk Münsingen, gemeindefreies Gebiet"
08416,"      Tübingen"
08416006,        Bodelshausen
08416009,        Dettenhausen
08416011,        Dußlingen
08416015,        Gomaringen
08416018,        Hirrlingen
08416022,        Kirchentellinsfurt
08416023,        Kusterdingen
08416025,"        Mössingen"
08416026,        Nehren
08416031,        Ofterdingen
08416036,"        Rottenburg am Neckar"
08416041,"        Tübingen, Universitätsstadt"
08416048,        Ammerbuch
08416049,        Neustetten
08416050,        Starzach
08417,"      Zollernalbkreis"
08417002,"        Balingen"
08417008,        Bisingen
08417010,        Bitz
08417013,"        Burladingen"
08417014,        Dautmergen
08417015,        Dormettingen
08417016,        Dotternhausen
08417022,"        Geislingen"
08417023,        Grosselfingen
08417025,"        Haigerloch"
08417029,        Hausen am Tann
08417031,"        Hechingen"
08417036,        Jungingen
08417044,"        Meßstetten"
08417045,        Nusplingen
08417047,        Obernheim
08417051,        Rangendingen
08417052,        Ratshausen
08417054,"        Rosenfeld"
08417057,"        Schömberg"
08417063,        Straßberg
08417071,        Weilen unter den Rinnen
08417075,        Winterlingen
08417078,        Zimmern unter der Burg
08417079,"        Albstadt"
08421,"      Ulm"
08425,"      Alb-Donau-Kreis"
08425002,        Allmendingen
08425004,        Altheim
08425005,        Altheim (Alb)
08425008,        Amstetten
08425011,        Asselfingen
08425013,        Ballendorf
08425014,        Beimerstetten
08425017,        Berghülen
08425019,        Bernstadt
08425020,"        Blaubeuren"
08425022,        Börslingen
08425024,        Breitingen
08425028,"        Dietenheim"
08425031,        Dornstadt
08425033,"        Ehingen (Donau)"
08425035,        Emeringen
08425036,        Emerkingen
08425039,"        Erbach"
08425050,        Griesingen
08425052,        Grundsheim
08425055,        Hausen am Bussen
08425062,        Holzkirch
08425064,        Hüttisheim
08425066,        Illerrieden
08425071,"        Laichingen"
08425072,"        Langenau"
08425073,        Lauterach
08425075,        Lonsee
08425079,        Merklingen
08425081,"        Munderkingen"
08425083,        Neenstetten
08425084,        Nellingen
08425085,        Nerenstetten
08425088,        Oberdischingen
08425090,        Obermarchtal
08425091,        Oberstadion
08425092,        Öllingen
08425093,        Öpfingen
08425097,        Rammingen
08425098,        Rechtenstein
08425104,        Rottenacker
08425108,"        Schelklingen"
08425110,        Schnürpflingen
08425112,        Setzingen
08425123,        Untermarchtal
08425124,        Unterstadion
08425125,        Unterwachingen
08425130,        Weidenstetten
08425134,        Westerheim
08425135,        Westerstetten
08425137,        Illerkirchberg
08425138,        Staig
08425139,        Heroldstatt
08425140,        Balzheim
08425141,"        Blaustein"
08426,"      Biberach"
08426001,        Achstetten
08426005,        Alleshausen
08426006,        Allmannsweiler
08426008,        Altheim
08426011,        Attenweiler
08426013,"        Bad Buchau"
08426014,"        Bad Schussenried"
08426019,        Berkheim
08426020,        Betzenweiler
08426021,"        Biberach an der Riß"
08426028,        Burgrieden
08426031,        Dettingen an der Iller
08426035,        Dürmentingen
08426036,        Dürnau
08426038,        Eberhardzell
08426043,        Erlenmoos
08426044,        Erolzheim
08426045,        Ertingen
08426058,        Hochdorf
08426062,        Ingoldingen
08426064,        Kanzach
08426065,        Kirchberg an der Iller
08426066,        Kirchdorf an der Iller
08426067,        Langenenslingen
08426070,"        Laupheim"
08426071,        Maselheim
08426073,        Mietingen
08426074,        Mittelbiberach
08426078,        Moosburg
08426087,"        Ochsenhausen"
08426090,        Oggelshausen
08426097,"        Riedlingen"
08426100,        Rot an der Rot
08426108,        Schwendi
08426109,        Seekirch
08426113,        Steinhausen an der Rottum
08426117,        Tannheim
08426118,        Tiefenbach
08426120,        Ummendorf
08426121,        Unlingen
08426124,        Uttenweiler
08426125,        Wain
08426128,        Warthausen
08426134,        Schemmerhofen
08426135,        Gutenzell-Hürbel
08435,"      Bodenseekreis"
08435005,        Bermatingen
08435010,        Daisendorf
08435013,        Eriskirch
08435015,        Frickingen
08435016,"        Friedrichshafen"
08435018,        Hagnau am Bodensee
08435020,        Heiligenberg
08435024,        Immenstaad am Bodensee
08435029,        Kressbronn am Bodensee
08435030,        Langenargen
08435034,"        Markdorf"
08435035,        Meckenbeuren
08435036,"        Meersburg"
08435042,        Neukirch
08435045,        Oberteuringen
08435047,        Owingen
08435052,        Salem
08435053,        Sipplingen
08435054,        Stetten
08435057,"        Tettnang"
08435059,"        Überlingen"
08435066,        Uhldingen-Mühlhofen
08435067,        Deggenhausertal
08436,"      Ravensburg"
08436001,        Achberg
08436003,        Aichstetten
08436004,        Aitrach
08436005,        Altshausen
08436006,        Amtzell
08436008,"        Aulendorf"
08436009,"        Bad Waldsee"
08436010,"        Bad Wurzach"
08436011,        Baienfurt
08436012,        Baindt
08436013,        Berg
08436014,        Bergatreute
08436018,        Bodnegg
08436019,        Boms
08436024,        Ebenweiler
08436027,        Eichstegen
08436032,        Fleischwangen
08436039,        Grünkraut
08436040,        Guggenhausen
08436047,        Hoßkirch
08436049,"        Isny im Allgäu"
08436052,        Kißlegg
08436053,        Königseggwald
08436055,"        Leutkirch im Allgäu"
08436064,"        Ravensburg"
08436067,        Riedhausen
08436069,        Schlier
08436077,        Unterwaldhausen
08436078,        Vogt
08436079,        Waldburg
08436081,"        Wangen im Allgäu"
08436082,"        Weingarten"
08436083,        Wilhelmsdorf
08436085,        Wolfegg
08436087,        Wolpertswende
08436093,        Ebersbach-Musbach
08436094,        Argenbühl
08436095,        Horgenzell
08436096,        Fronreute
08437,"      Sigmaringen"
08437005,        Beuron
08437008,        Bingen
08437031,"        Gammertingen"
08437044,        Herbertingen
08437047,"        Hettingen"
08437053,        Hohentengen
08437056,        Illmensee
08437059,        Inzigkofen
08437065,        Krauchenwies
08437072,        Leibertingen
08437076,"        Mengen"
08437078,"        Meßkirch"
08437082,        Neufra
08437086,        Ostrach
08437088,"        Pfullendorf"
08437100,"        Bad Saulgau"
08437101,"        Scheer"
08437102,        Schwenningen
08437104,"        Sigmaringen"
08437105,        Sigmaringendorf
08437107,        Stetten am kalten Markt
08437114,"        Veringenstadt"
08437118,        Wald
08437123,        Sauldorf
08437124,        Herdwangen-Schönach
09,  Bayern
091,"    Oberbayern"
09161,      Ingolstadt
09162,"      München"
09163,      Rosenheim
09171,"      Altötting"
09171111,"        Altötting, St"
09171112,"        Burghausen, St"
09171113,        Burgkirchen a.d.Alz
09171114,        Emmerting
09171115,        Erlbach
09171116,        Feichten a.d.Alz
09171117,        Garching a.d.Alz
09171118,        Haiming
09171119,        Halsbach
09171121,        Kastl
09171122,        Kirchweidach
09171123,"        Marktl, M"
09171124,        Mehring
09171125,"        Neuötting, St"
09171126,        Perach
09171127,        Pleiskirchen
09171129,        Reischach
09171130,        Stammham
09171131,        Teising
09171132,"        Töging a.Inn, St"
09171133,"        Tüßling, M"
09171134,        Tyrlaching
09171135,        Unterneukirchen
09171137,        Winhöring
09172,"      Berchtesgadener Land"
09172111,        Ainring
09172112,        Anger
09172114,"        Bad Reichenhall, GKSt"
09172115,        Bayerisch Gmain
09172116,"        Berchtesgaden, M"
09172117,        Bischofswiesen
09172118,"        Freilassing, St"
09172122,"        Laufen, St"
09172124,"        Marktschellenberg, M"
09172128,        Piding
09172129,        Ramsau b.Berchtesgaden
09172130,        Saaldorf-Surheim
09172131,        Schneizlreuth
09172132,        Schönau a.Königssee
09172134,"        Teisendorf, M"
09172444,        Gem.fr. Geb. Berchtesgadener Land
09172452,        Eck
09172454,        Schellenberger Forst
09173,"      Bad Tölz-Wolfratshausen"
09173111,        Bad Heilbrunn
09173112,"        Bad Tölz, St"
09173113,        Benediktbeuern
09173115,        Bichl
09173118,        Dietramszell
09173120,        Egling
09173123,        Eurasburg
09173124,        Gaißach
09173126,"        Geretsried, St"
09173127,        Greiling
09173130,        Icking
09173131,        Jachenau
09173133,        Kochel a.See
09173134,        Königsdorf
09173135,        Lenggries
09173137,        Münsing
09173140,        Reichersbeuern
09173141,        Sachsenkam
09173142,        Schlehdorf
09173145,        Wackersberg
09173147,"        Wolfratshausen, St"
09173444,        Gem.fr. Geb. Bad Tölz-Wolfratshausen
09173451,        Pupplinger Au
09173452,        Wolfratshauser Forst
09174,"      Dachau"
09174111,"        Altomünster, M"
09174113,        Bergkirchen
09174115,"        Dachau, GKSt"
09174118,        Erdweg
09174121,        Haimhausen
09174122,        Hebertshausen
09174126,        Karlsfeld
09174131,"        Markt Indersdorf, M"
09174135,        Odelzhausen
09174136,        Petershausen
09174137,        Pfaffenhofen a.d.Glonn
09174141,        Röhrmoos
09174143,        Schwabhausen
09174146,        Sulzemoos
09174147,        Hilgertshausen-Tandern
09174150,        Vierkirchen
09174151,        Weichs
09175,"      Ebersberg"
09175111,        Anzing
09175112,        Aßling
09175113,        Baiern
09175114,        Bruck
09175115,"        Ebersberg, St"
09175116,        Egmating
09175118,        Forstinning
09175119,        Frauenneuharting
09175121,"        Glonn, M"
09175122,"        Grafing b.München, St"
09175123,        Hohenlinden
09175124,"        Kirchseeon, M"
09175127,"        Markt Schwaben, M"
09175128,        Moosach
09175131,        Oberpframmern
09175132,        Vaterstetten
09175133,        Pliening
09175135,        Poing
09175136,        Emmering
09175137,        Steinhöring
09175139,        Zorneding
09175444,        Gem.fr. Geb. Ebersberg
09175451,        Anzinger Forst
09175452,        Ebersberger Forst
09175453,        Eglhartinger Forst
09176,"      Eichstätt"
